,PolicyNumber,Month,WeekOfMonth,DayOfWeek,AccidentArea,MonthClaimed,WeekOfMonthClaimed,DayOfWeekClaimed,Sex,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,UnusualDeductible,ClaimsPerAgent,MaritalStatus,PriceToAgeRatio,PriceToAgeRatio_Capped,HighRiskVehicleFlag,ClaimAmountRisk,DaysBetween,ClaimProcessingTime
705,706,1,3,3,1,1,3,4,1,47,1,11,1,2,0,15,400,2,4,4,0,7,45,0,0,0,0,0,1,1994,1,0,15179,0,0.3184537311185346,0.3184537311185346,0,4,1,366
706,707,6,1,2,1,6,2,3,1,29,0,11,1,1,0,16,400,1,4,4,2,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,373
707,708,4,4,7,1,4,5,5,0,50,0,13,1,5,0,9,400,1,4,4,0,7,45,0,0,0,5,0,1,1994,3,0,15179,1,0.5596157879354227,0.5596157879354227,0,5,1,370
708,709,5,1,4,1,5,2,2,1,31,0,11,1,1,0,16,400,4,4,4,1,6,33,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,370
709,710,3,3,4,1,3,4,3,1,49,1,11,1,1,0,15,400,3,4,4,2,6,45,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,371
710,711,4,3,1,0,4,3,2,1,36,0,11,1,1,0,1,400,4,4,4,1,6,38,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,366
711,712,4,3,1,1,4,3,1,1,51,0,12,2,2,0,16,400,4,4,4,2,7,45,0,0,0,5,0,1,1994,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,365
712,713,9,4,2,1,10,3,1,1,40,1,13,1,1,0,13,400,4,4,4,2,6,38,0,0,0,3,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,387
713,714,1,3,4,1,2,2,3,0,35,0,13,1,1,1,14,400,4,4,4,2,4,33,0,0,0,3,0,1,1994,3,0,15179,1,0.33647223662121295,0.33647223662121295,0,4,1,387
714,715,7,2,2,1,7,2,3,1,36,0,11,1,2,0,14,500,1,4,4,1,6,38,0,0,0,0,3,2,1994,1,1,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,366
715,716,10,3,2,1,10,4,2,1,38,0,12,2,1,0,7,400,3,4,4,0,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,372
716,717,10,2,4,1,10,3,5,0,37,0,12,2,1,0,2,400,4,4,4,2,5,38,0,0,0,3,0,1,1994,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,373
717,718,4,3,7,1,4,4,5,1,30,1,13,1,2,0,6,400,3,4,4,2,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.4054651081081644,0.4054651081081644,0,6,1,370
718,719,6,1,6,1,6,3,1,1,45,1,12,2,1,0,13,400,3,4,4,1,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,374
719,720,3,5,5,1,4,1,3,0,29,0,12,2,2,0,11,400,2,4,4,1,6,33,0,0,0,0,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,365
720,721,3,5,4,0,4,1,4,1,54,1,11,1,4,0,10,400,2,4,4,0,7,45,0,0,0,5,0,1,1994,1,0,15179,1,0.4855078157817008,0.4855078157817008,0,8,1,367
721,722,4,4,6,1,5,1,2,1,28,0,12,2,1,0,3,400,1,4,4,3,5,33,0,0,0,0,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,370
722,723,11,3,1,1,12,1,1,1,28,0,12,2,1,0,16,400,2,4,4,3,5,33,0,0,0,0,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,381
723,724,11,4,3,1,11,4,4,1,34,0,11,1,1,0,1,400,3,4,4,1,6,33,0,0,0,5,0,1,1994,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,366
724,725,1,3,4,1,1,5,5,0,29,1,13,1,1,0,7,400,1,4,4,2,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,380
725,726,11,2,7,1,11,3,3,1,18,1,11,1,1,0,3,400,1,4,4,0,3,23,0,0,0,0,0,1,1994,1,0,15179,0,0.4054651081081644,0.4054651081081644,0,1,1,368
726,727,7,5,1,1,9,1,2,1,42,0,11,1,5,0,4,400,1,4,4,1,6,38,0,0,0,5,0,1,1994,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,5,1,398
727,728,4,4,5,1,4,4,4,1,38,1,11,1,1,0,11,400,2,4,4,2,7,38,0,0,0,5,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,364
728,729,3,3,2,1,3,3,3,1,44,0,11,1,1,0,7,400,2,4,4,1,6,38,0,0,0,0,2,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,366
729,730,3,3,3,0,3,3,5,1,37,0,12,2,1,0,16,400,2,4,4,2,6,38,0,0,0,3,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,367
730,731,7,5,5,0,8,1,4,1,36,0,11,1,2,0,14,400,2,4,4,2,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,366
731,732,3,5,4,1,5,3,1,1,45,0,13,1,2,0,15,400,2,1,4,2,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,4,408
732,733,3,5,3,0,4,2,5,1,39,1,13,1,2,0,5,400,4,4,4,0,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,376
733,734,1,4,5,1,1,4,1,1,55,0,12,2,1,0,12,400,1,4,4,2,6,45,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,361
734,735,1,4,5,1,2,1,2,0,35,1,11,1,1,0,5,400,4,4,4,1,5,33,0,0,0,3,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,371
735,736,10,1,2,1,4,3,1,1,33,0,13,1,2,0,14,400,3,4,4,3,5,33,0,0,0,0,4,2,1994,3,0,15179,1,0.4054651081081644,0.4054651081081644,0,6,1,198
736,737,1,4,5,1,1,4,4,1,28,1,13,1,1,0,14,400,2,4,4,2,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,364
737,738,3,1,4,1,3,2,2,1,42,0,33,3,5,0,3,400,4,4,4,1,6,38,0,0,0,5,0,1,1994,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,20,1,370
738,739,3,1,5,1,3,2,4,1,42,0,12,2,2,0,9,400,2,4,4,2,6,38,0,0,0,0,0,3,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,371
739,740,3,2,6,1,4,2,1,1,38,1,11,1,1,0,5,400,1,4,4,2,7,38,0,0,0,1,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,390
740,741,3,3,2,1,4,4,3,1,28,0,11,1,1,0,12,400,2,4,4,2,6,33,0,0,0,5,0,1,1994,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,2,1,403
741,742,3,3,6,1,3,4,2,1,47,1,11,1,2,0,9,400,1,4,4,0,7,45,0,0,0,3,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,2,1,368
742,743,3,4,4,1,3,4,4,1,44,0,12,2,1,0,9,400,3,4,4,3,6,38,0,0,0,5,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,365
743,744,4,1,5,0,5,3,4,1,62,0,13,1,1,0,5,400,1,4,4,3,7,58,0,0,0,1,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,408
744,745,4,2,4,1,5,2,3,1,57,0,13,1,0,0,3,700,1,4,4,0,7,58,0,0,0,1,0,1,1994,3,1,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,394
745,746,3,1,4,1,3,1,4,0,45,0,13,1,5,0,16,400,2,4,4,0,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,10,1,365
746,747,3,1,6,1,3,1,1,1,32,1,11,1,1,0,15,400,2,4,4,1,5,33,0,0,0,3,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,360
747,748,3,1,1,1,3,4,1,1,49,1,13,1,2,0,1,400,3,4,4,1,7,45,0,0,0,0,0,1,1994,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,386
748,749,3,2,5,1,3,3,2,1,35,0,12,2,5,0,11,400,4,4,4,2,5,33,0,0,0,3,0,1,1994,2,0,15179,1,0.6931471805599453,0.6931471805599453,0,20,1,369
749,750,3,4,2,0,3,4,4,1,26,0,13,1,0,0,14,400,2,4,4,0,5,33,0,0,0,3,0,1,1994,3,0,15179,1,0.15415067982725827,0.15415067982725827,0,0,1,367
750,751,6,4,4,0,6,5,4,0,36,0,12,2,1,0,1,400,2,4,4,2,6,38,0,0,0,3,0,1,1994,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,2,1,372
751,752,11,1,1,1,11,2,2,1,16,0,21,2,5,0,11,400,3,4,4,0,1,19,0,0,0,1,0,1,1994,1,0,15179,0,1.3862943611198906,0.6931471805599453,0,15,1,373
752,753,10,4,3,1,11,2,2,1,31,1,12,2,1,0,9,400,4,4,4,0,5,33,1,0,0,0,0,1,1994,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,380
753,754,6,5,4,1,7,1,2,1,30,0,13,1,2,0,3,400,4,4,4,0,4,33,0,0,0,0,0,1,1994,3,0,15179,1,0.4700036292457356,0.4700036292457356,0,8,1,365
754,755,6,4,2,1,6,5,3,0,30,0,12,2,2,0,13,400,4,4,4,2,5,33,0,0,0,0,0,1,1994,2,0,15179,0,0.4054651081081644,0.4054651081081644,0,8,1,373
755,756,4,2,5,1,4,2,1,1,42,1,11,1,2,0,13,400,3,4,4,1,7,38,0,0,0,5,0,1,1994,1,0,15179,0,0.3184537311185346,0.3184537311185346,0,6,1,361
756,757,3,3,7,1,3,3,1,1,78,0,13,1,0,0,8,400,2,4,4,0,7,70,0,0,0,5,4,2,1994,3,0,15179,0,0.11778303565638346,0.11778303565638346,0,0,1,359
757,758,1,4,5,1,2,1,2,1,33,0,13,1,2,1,16,400,2,4,4,2,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.4054651081081644,0.4054651081081644,0,4,1,371
758,759,3,2,5,1,3,3,2,1,40,0,11,1,1,0,15,400,1,4,4,1,7,38,0,0,0,0,0,1,1994,1,0,15179,0,0.22314355131420976,0.22314355131420976,0,1,1,369
759,760,3,1,5,1,3,1,1,0,36,1,11,1,2,0,13,400,4,4,4,3,4,38,0,0,0,0,0,1,1994,1,0,15179,0,0.4700036292457356,0.4700036292457356,0,8,1,361
760,761,1,3,4,1,1,3,4,1,43,0,12,2,1,0,7,400,4,4,4,2,6,38,0,0,0,5,0,1,1994,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,4,1,365
761,762,1,4,5,1,3,1,2,1,36,1,21,2,5,0,2,400,1,4,4,0,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,5,1,401
762,763,4,2,6,1,4,3,4,1,41,0,12,2,5,0,10,400,2,4,4,3,7,38,0,0,0,5,0,1,1994,2,0,15179,0,0.5596157879354227,0.5596157879354227,0,10,1,370
763,764,4,2,5,1,4,2,1,1,36,1,13,1,0,0,7,400,2,4,4,0,7,38,0,0,0,3,0,1,1994,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,361
764,765,4,1,1,0,4,1,1,0,41,1,11,1,2,0,1,400,4,4,4,1,6,38,0,0,0,5,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,365
765,766,4,1,7,1,4,4,2,1,27,0,11,1,1,0,10,500,2,4,4,1,5,33,0,0,0,0,3,1,1994,1,1,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,381
766,767,3,4,5,1,4,2,4,1,32,1,13,1,0,0,11,400,2,4,4,1,4,33,0,0,0,0,0,1,1994,3,0,15179,1,0.18232155679395465,0.18232155679395465,0,0,1,380
767,768,1,4,6,1,1,4,3,1,53,0,11,1,1,1,4,400,4,4,4,0,7,45,0,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,362
768,769,3,3,4,1,3,3,4,1,19,0,12,2,5,0,16,400,4,4,4,0,0,16,0,0,0,0,0,1,1994,2,0,15179,0,1.9459101490553132,0.6931471805599453,0,20,1,365
769,770,3,2,7,1,3,3,5,1,39,0,13,1,1,0,7,400,1,4,4,2,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,370
770,771,3,2,1,1,5,2,1,1,40,0,11,1,1,0,15,400,1,4,4,2,6,38,0,0,0,1,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,425
771,772,3,2,1,1,3,2,1,1,48,1,11,1,1,0,2,400,2,4,4,2,6,45,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,365
772,773,3,2,1,1,3,2,3,1,43,0,13,1,1,0,14,400,1,4,4,1,6,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,367
773,774,3,1,3,1,3,1,5,1,61,0,12,2,1,0,15,400,4,4,4,2,7,58,0,0,0,0,0,1,1994,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,367
774,775,2,4,5,1,2,4,5,1,29,0,11,1,5,0,10,400,2,4,4,3,6,33,0,0,0,5,0,1,1994,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,10,1,365
775,776,9,4,2,0,2,4,4,1,51,0,33,3,5,0,8,700,4,4,4,1,7,45,0,0,0,0,0,1,1994,3,1,15179,1,0.5596157879354227,0.5596157879354227,0,20,1,157
776,777,1,3,7,1,7,4,1,1,60,1,13,1,5,0,12,400,2,4,4,2,4,58,0,0,0,0,0,1,1994,3,0,15179,1,0.7884573603642702,0.6931471805599453,1,10,1,546
777,778,9,2,1,0,9,5,3,1,18,0,21,2,5,0,11,400,3,4,4,0,0,16,0,0,0,0,4,2,1994,1,0,15179,0,1.9459101490553132,0.6931471805599453,0,15,1,388
778,779,1,4,6,1,1,4,1,0,27,1,13,1,5,0,8,400,4,4,4,3,0,33,0,0,0,0,0,1,1994,3,0,15179,0,1.9459101490553132,0.6931471805599453,1,20,1,360
779,780,4,4,2,1,4,4,2,1,32,0,11,1,1,0,10,400,4,4,4,1,6,33,0,0,0,3,0,3,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,365
780,781,4,4,3,1,5,1,4,0,27,0,12,2,1,0,5,400,3,4,4,1,6,33,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,375
781,782,8,3,7,1,8,3,2,1,43,0,11,1,2,0,11,400,1,4,4,1,6,38,0,0,0,5,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,360
782,783,10,4,5,1,10,4,5,0,35,0,11,1,1,0,8,400,3,4,4,2,6,33,0,0,0,5,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,365
783,784,4,4,5,0,5,4,1,1,45,0,11,1,5,0,14,400,2,4,4,2,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,10,1,391
784,785,10,1,3,0,10,1,4,0,34,0,11,1,2,0,15,400,3,4,4,0,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,6,1,366
785,786,9,2,2,1,9,2,2,1,54,1,13,1,2,0,8,400,2,4,4,0,7,45,0,0,0,1,0,1,1994,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,365
786,787,1,4,7,1,2,2,1,1,24,0,12,2,1,0,9,400,2,4,4,3,4,28,0,0,0,0,0,1,1994,2,0,15179,1,0.33647223662121295,0.33647223662121295,0,2,1,375
787,788,6,4,4,1,7,2,1,0,18,0,11,1,1,0,13,400,2,3,4,0,1,23,0,0,0,0,0,1,1994,1,0,15179,0,0.6931471805599453,0.6931471805599453,0,2,2,378
788,789,6,4,3,1,7,4,3,1,49,0,13,1,2,0,3,400,3,4,4,3,7,45,0,0,0,0,0,1,1994,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,395
789,790,1,4,7,1,1,4,3,1,39,0,13,1,1,1,11,400,2,4,4,0,5,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,361
790,791,12,4,5,1,12,4,5,1,36,0,11,1,1,0,1,400,3,4,4,1,6,38,0,0,0,5,0,1,1994,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,365
791,792,8,2,7,1,11,4,1,1,46,0,13,1,0,0,2,400,3,4,4,0,7,45,0,0,0,5,0,1,1994,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,463
792,793,10,4,3,1,10,4,3,1,37,0,12,2,1,0,1,400,4,4,4,2,6,38,0,0,0,5,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,365
793,794,1,4,7,1,1,5,5,1,32,1,13,1,1,0,13,400,3,4,4,0,6,33,0,0,0,0,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,370
794,795,9,4,7,1,9,5,4,0,27,0,13,1,1,0,1,400,4,4,4,1,5,33,0,0,0,0,0,1,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,369
795,796,9,4,6,1,9,4,1,1,30,0,12,2,5,0,12,400,3,4,4,2,0,33,0,0,0,0,0,1,1994,2,0,15179,1,1.9459101490553132,0.6931471805599453,1,15,1,360
796,797,1,4,7,1,1,4,3,1,32,0,11,1,1,1,6,400,4,4,4,1,6,33,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,361
797,798,6,3,5,1,7,2,4,1,28,0,13,1,1,0,7,400,3,4,4,0,5,33,0,0,0,5,0,1,1994,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,387
798,799,1,4,1,1,2,1,3,0,27,0,13,1,5,1,6,400,2,4,4,1,6,33,0,0,0,1,4,2,1994,3,0,15179,0,0.6190392084062234,0.6190392084062234,0,10,1,376
799,800,8,4,2,1,8,5,3,1,43,1,11,1,2,0,9,400,4,4,4,1,6,38,0,0,0,5,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,373
800,801,5,1,1,1,5,1,4,1,65,0,12,2,1,0,1,400,2,4,4,2,7,58,0,0,0,1,0,1,1994,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,368
801,802,9,5,4,1,10,1,3,1,43,1,13,1,0,0,11,400,4,4,4,0,7,38,0,0,0,1,0,1,1994,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,366
802,803,6,4,6,1,7,1,2,1,44,1,13,1,1,0,2,400,4,4,4,0,5,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,370
803,804,6,3,1,1,6,3,1,1,32,0,12,2,1,0,9,400,1,4,4,2,6,33,0,0,0,5,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,365
804,805,4,1,6,1,11,4,4,1,32,0,11,1,1,0,5,400,4,2,4,1,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,3,594
805,806,6,2,3,1,6,2,5,1,34,0,13,1,0,0,15,400,4,4,4,2,5,33,0,0,0,1,0,1,1994,3,0,15179,0,0.15415067982725827,0.15415067982725827,0,0,1,367
806,807,6,2,3,1,6,3,2,1,29,0,12,2,1,0,5,400,1,4,4,3,5,33,0,0,0,0,0,1,1994,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,371
807,808,9,4,3,1,9,4,3,1,54,0,12,2,5,0,11,400,4,4,4,3,6,45,0,0,0,5,0,1,1994,2,0,15179,1,0.6190392084062234,0.6190392084062234,0,20,1,365
808,809,6,3,3,0,6,3,4,1,54,0,12,2,1,0,3,400,4,4,4,3,6,45,0,0,0,5,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,366
809,810,5,3,3,1,5,3,3,1,37,0,11,1,2,0,14,400,4,4,4,1,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,365
810,811,5,2,3,1,5,3,1,1,31,0,12,2,1,0,8,400,1,4,4,2,6,33,0,0,0,0,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,370
811,812,9,2,3,1,9,3,1,1,27,0,11,1,1,0,11,400,2,4,4,0,5,33,0,0,0,1,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,370
812,813,5,4,5,1,7,3,2,1,60,0,11,1,1,0,5,400,3,4,4,1,7,58,0,0,0,0,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,415
813,814,1,4,1,1,2,4,1,1,43,0,11,1,1,1,3,400,1,4,4,2,6,38,1,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,395
814,815,3,4,4,1,3,4,4,1,55,1,13,1,2,0,8,400,2,4,4,0,7,45,0,0,0,5,0,1,1994,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,365
815,816,6,2,4,1,6,2,4,0,33,0,13,1,1,0,11,400,1,4,4,2,5,33,0,0,0,5,0,1,1994,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,365
816,817,9,3,6,1,9,4,3,1,24,1,11,1,1,0,5,400,1,4,4,1,2,28,0,0,0,0,3,1,1994,1,0,15179,0,0.5108256237659907,0.5108256237659907,0,1,1,369
817,818,6,4,1,1,6,5,2,1,40,0,13,1,1,0,3,400,1,4,4,0,6,38,0,0,0,3,0,1,1994,3,0,15179,0,0.2513144282809061,0.2513144282809061,0,1,1,373
818,819,12,4,4,1,1,1,4,1,44,0,12,2,2,0,15,400,2,4,4,1,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,14
819,820,8,2,4,0,8,3,4,1,45,1,11,1,2,0,10,400,1,4,4,2,5,38,0,0,0,5,2,2,1994,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,2,1,372
820,821,11,2,5,1,11,3,1,1,53,0,11,1,2,0,5,400,3,4,4,2,7,45,0,0,0,1,0,3,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,368
821,822,9,5,6,0,10,1,1,1,44,0,11,1,2,0,10,400,4,4,4,0,7,38,0,0,0,3,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,362
822,823,11,3,5,1,11,4,3,1,35,0,33,3,3,0,12,400,3,4,4,3,5,33,0,0,0,5,0,1,1994,3,0,15179,1,0.5108256237659907,0.5108256237659907,0,9,1,370
823,824,1,4,1,1,2,1,2,1,33,0,11,1,1,1,6,400,4,4,4,0,4,33,0,0,0,1,0,1,1994,1,0,15179,0,0.33647223662121295,0.33647223662121295,0,4,1,375
824,825,11,3,7,1,11,4,2,1,48,0,13,1,1,0,5,400,2,4,4,2,7,45,0,0,0,0,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,367
825,826,4,4,2,1,5,1,2,0,52,1,11,1,1,0,16,400,4,4,4,1,6,45,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,374
826,827,1,4,1,1,2,1,4,1,22,1,21,2,5,0,2,400,4,1,3,0,5,28,0,0,0,0,0,1,1994,1,0,15179,0,0.6931471805599453,0.6931471805599453,0,20,3,377
827,828,1,4,2,1,4,1,2,1,27,0,11,1,2,1,14,400,1,4,4,1,6,33,0,0,0,0,0,1,1994,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,434
828,829,5,1,7,1,5,3,1,1,40,0,12,2,2,0,16,400,2,4,4,3,6,38,0,0,0,5,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,373
829,830,11,3,7,1,11,3,1,1,50,0,11,1,1,0,13,400,4,4,4,0,7,45,0,0,0,3,0,1,1994,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,359
830,831,1,4,2,1,1,4,2,1,39,0,12,2,2,1,6,400,3,4,4,3,6,38,0,0,0,0,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,6,1,365
831,832,6,1,4,1,6,1,5,1,49,0,12,2,2,0,14,400,3,4,4,3,6,45,0,0,0,5,0,1,1994,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,6,1,366
832,833,11,4,7,1,11,4,1,1,27,0,11,1,1,0,10,400,4,4,4,2,5,33,0,0,0,0,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,359
833,834,11,4,5,1,11,4,1,1,57,0,11,1,2,0,2,400,2,4,4,0,7,58,0,0,0,0,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,361
834,835,7,5,7,1,8,1,1,0,21,0,11,1,1,0,14,400,4,4,4,1,2,28,0,0,0,5,0,1,1994,1,0,15179,0,0.5108256237659907,0.5108256237659907,0,4,1,361
835,836,8,1,2,1,8,3,3,1,27,0,13,1,0,0,8,400,3,4,4,0,6,33,0,0,0,1,0,1,1994,3,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,380
836,837,7,1,1,1,7,1,2,0,30,0,11,1,1,0,16,400,4,4,4,1,3,33,0,0,1,0,0,1,1994,1,0,241,1,0.4054651081081644,0.4054651081081644,0,4,1,366
837,838,7,1,7,1,7,2,4,0,29,1,21,2,5,0,6,400,2,4,4,0,4,33,0,0,0,0,0,1,1994,1,0,15179,0,0.7884573603642702,0.6931471805599453,0,10,1,369
838,839,5,2,5,1,5,4,3,1,43,1,12,2,2,0,15,400,4,4,4,1,7,38,0,0,0,5,0,1,1994,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,377
839,840,5,1,2,1,5,1,2,1,47,0,11,1,2,0,1,400,4,4,4,2,7,45,0,0,0,1,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,365
840,841,1,3,5,0,2,2,1,1,43,0,12,2,1,0,2,400,2,4,4,2,6,38,0,0,0,0,4,2,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,384
841,842,5,3,5,1,6,2,4,1,54,1,13,1,1,0,5,400,3,4,4,0,7,45,0,0,0,0,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,387
842,843,5,2,5,1,5,3,1,1,42,0,13,1,1,0,11,400,3,4,4,2,7,38,0,0,0,0,0,1,1994,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,368
843,844,12,3,7,0,6,3,3,1,33,0,11,1,2,0,15,400,4,4,4,2,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,8,1,181
